N_STREAMS,N_BYTES_PER_STREAM,TOTAL_BYTES,ROUNDTRIP_TIME_NS
100,7490,1498000,5259773
100,7500,1500000,5745467
100,7510,1502000,3435657
100,7520,1504000,3954922
100,7530,1506000,4821945
100,7540,1508000,2989182
100,7550,1510000,4544795
100,7560,1512000,3160442
100,7570,1514000,4121122
100,7580,1516000,4442944
100,7590,1518000,4118487
100,7600,1520000,4717805
100,7610,1522000,6119784
100,7620,1524000,2979219
100,7630,1526000,2997906
100,7640,1528000,3228161
100,7650,1530000,8159435
100,7660,1532000,2874112
100,7670,1534000,2899813
100,7680,1536000,4707779
100,7690,1538000,4150592
100,7700,1540000,4731125
100,7710,1542000,4046380
100,7720,1544000,3702257
100,7730,1546000,3788172
100,7740,1548000,4399954
100,7750,1550000,8134061
100,7760,1552000,5823151
100,7770,1554000,4258484
100,7780,1556000,2888686
100,7790,1558000,4790877
100,7800,1560000,4982970
100,7810,1562000,3763594
100,7820,1564000,4414887
100,7830,1566000,3825499
100,7840,1568000,4898033
100,7850,1570000,4076170
100,7860,1572000,4518367
100,7870,1574000,2924963
100,7880,1576000,4469299
100,7890,1578000,8110918
100,7900,1580000,3376439
100,7910,1582000,3180937
100,7920,1584000,6373739
100,7930,1586000,3370877
100,7940,1588000,2824835
100,7950,1590000,3175432
100,7960,1592000,4140382
100,7970,1594000,4834463
100,7980,1596000,3743623
100,7990,1598000,5084788
100,8000,1600000,2991602
100,8010,1602000,3144550
100,8020,1604000,5157125
100,8030,1606000,5224242
100,8040,1608000,5897611
100,8050,1610000,4397849
100,8060,1612000,3510195
100,8070,1614000,2704707
100,8080,1616000,2988767
100,8090,1618000,7182309
100,8100,1620000,3344961
100,8110,1622000,5615600
100,8120,1624000,4720355
100,8130,1626000,3906120
100,8140,1628000,5358416
100,8150,1630000,5368861
100,8160,1632000,5283042
100,8170,1634000,4127203
100,8180,1636000,5157108
100,8190,1638000,4555227
100,8200,1640000,4797130
100,8210,1642000,6879818
100,8220,1644000,4401569
100,8230,1646000,6804185
100,8240,1648000,3286394
100,8250,1650000,5908344
100,8260,1652000,5069334
100,8270,1654000,3701449
100,8280,1656000,5718623
100,8290,1658000,5401528
100,8300,1660000,4000999
100,8310,1662000,4036036
100,8320,1664000,3207150
100,8330,1666000,3091995
100,8340,1668000,3331588
100,8350,1670000,3945219
100,8360,1672000,3299345
100,8370,1674000,4567071
100,8380,1676000,4353445
100,8390,1678000,4168003
100,8400,1680000,7385633
100,8410,1682000,7011750
100,8420,1684000,3088550
100,8430,1686000,4886916
100,8440,1688000,3129728
100,8450,1690000,3170179
100,8460,1692000,4361792
100,8470,1694000,7027807
100,8480,1696000,9312881
100,8490,1698000,4457080
100,8500,1700000,5953200
100,8510,1702000,3409980
100,8520,1704000,4745822
100,8530,1706000,6620733
100,8540,1708000,3670115
100,8550,1710000,4818442
100,8560,1712000,5605935
100,8570,1714000,6680364
100,8580,1716000,4349655
100,8590,1718000,8463160
100,8600,1720000,3485761
100,8610,1722000,3729969
100,8620,1724000,6913424
100,8630,1726000,6967997
100,8640,1728000,3310765
100,8650,1730000,5204584
100,8660,1732000,7898326
100,8670,1734000,6324579
100,8680,1736000,4371745
100,8690,1738000,5572013
100,8700,1740000,4997448
100,8710,1742000,7370137
100,8720,1744000,5799810
100,8730,1746000,5438097
100,8740,1748000,3644388
100,8750,1750000,3251124
100,8760,1752000,5207998
100,8770,1754000,5723419
100,8780,1756000,5063193
100,8790,1758000,4621586
100,8800,1760000,8652592
100,8810,1762000,3604172
100,8820,1764000,5171767
100,8830,1766000,3810897
100,8840,1768000,6195185
100,8850,1770000,7124447
100,8860,1772000,6627788
100,8870,1774000,4985897
100,8880,1776000,3767692
100,8890,1778000,6454114
100,8900,1780000,6074380
100,8910,1782000,5640049
100,8920,1784000,5336448
100,8930,1786000,8201363
100,8940,1788000,3843575
100,8950,1790000,3509576
100,8960,1792000,4204629
100,8970,1794000,7095603
100,8980,1796000,6740977
100,8990,1798000,2916571
100,9000,1800000,3301121
100,9010,1802000,5470398
100,9020,1804000,3965480
100,9030,1806000,3582303
100,9040,1808000,5140889
100,9050,1810000,6340032
100,9060,1812000,5254579
100,9070,1814000,5762820
100,9080,1816000,5692500
100,9090,1818000,4337039
100,9100,1820000,4397911
100,9110,1822000,8422552
100,9120,1824000,8836523
100,9130,1826000,6178305
100,9140,1828000,5404422
100,9150,1830000,9411988
100,9160,1832000,7869328
100,9170,1834000,4002504
100,9180,1836000,9481874
100,9190,1838000,6386129
100,9200,1840000,3792089
100,9210,1842000,9524974
100,9220,1844000,6448893
100,9230,1846000,7130627
100,9240,1848000,5781385
100,9250,1850000,6123583
100,9260,1852000,4413443
100,9270,1854000,5126246
100,9280,1856000,7330813
100,9290,1858000,3626415
100,9300,1860000,6737000
100,9310,1862000,5802489
100,9320,1864000,5407401
100,9330,1866000,5861549
100,9340,1868000,5470202
100,9350,1870000,8502965
100,9360,1872000,7728559
100,9370,1874000,9216732
100,9380,1876000,7934500
100,9390,1878000,5175597
100,9400,1880000,4939655
100,9410,1882000,5003675
100,9420,1884000,9275746
100,9430,1886000,3332777
100,9440,1888000,3137403
100,9450,1890000,5985579
100,9460,1892000,3892112
100,9470,1894000,7154136
100,9480,1896000,5649640
100,9490,1898000,3456851
100,9500,1900000,6529624
100,9510,1902000,6019583
100,9520,1904000,6799999
100,9530,1906000,3017976
100,9540,1908000,6279254
100,9550,1910000,3401581
100,9560,1912000,3559249
100,9570,1914000,3603758
100,9580,1916000,3593357
100,9590,1918000,8118017
100,9600,1920000,3974026
100,9610,1922000,3785230
100,9620,1924000,5250297
100,9630,1926000,7340133
100,9640,1928000,9530505
100,9650,1930000,6142756
100,9660,1932000,4181588
100,9670,1934000,8099363
100,9680,1936000,3944499
100,9690,1938000,8944399
100,9700,1940000,5057648
100,9710,1942000,6163201
100,9720,1944000,5524860
100,9730,1946000,7642235
100,9740,1948000,4394281
100,9750,1950000,7739098
100,9760,1952000,6319772
100,9770,1954000,7109968
100,9780,1956000,9975906
100,9790,1958000,3643635
100,9800,1960000,4888261
100,9810,1962000,5277685
100,9820,1964000,5444964
100,9830,1966000,5286821
100,9840,1968000,5728454
100,9850,1970000,5759568
100,9860,1972000,6038124
100,9870,1974000,6219128
100,9880,1976000,8091309
100,9890,1978000,8241436
100,9900,1980000,5625647
100,9910,1982000,8697678
100,9920,1984000,8202500
100,9930,1986000,7563798
100,9940,1988000,3448217
100,9950,1990000,5676634
100,9960,1992000,6074841
100,9970,1994000,4773612
100,9980,1996000,3551520
100,9990,1998000,4099314
100,10000,2000000,8662166
